PC1,PC2,Cluster
-0.3152650980379513,-0.2936501272819725,3
-0.43704483513576803,-0.5549174996850681,0
-0.04174753163800629,0.7164124873380978,1
-0.046488118507924246,0.792566331853953,1
-0.5196258259695326,-0.5314310488182499,0
-0.23383645681732906,-0.3163078313249615,3
-0.4612318230144362,-0.03253727793279402,4
-0.24188374229331105,0.18323957976026858,5
-0.28890511085243087,0.466835560647821,7
-0.6074302956503821,-0.6680185066269778,6
0.6625116718602752,0.0024706139435437544,2
0.7856439850307534,0.5032259376994457,2
-0.28849543034266795,0.30660282054098303,4
-0.6957480053780244,-0.4348693466126401,0
-0.6971605473613024,-0.6818792813325779,0
-0.481781063164903,-0.5483522696114196,0
0.5617423861101115,-0.7900971125294062,2
-0.14711991024976065,0.7174208611118882,1
-0.6676777243104056,-0.6366307280172591,0
-0.2678207502510309,-0.02184664035661048,7
-0.27086357128520094,-0.27045532858390753,4
-0.2662226222424086,-0.2758432861424939,4
-0.26764911641193895,-0.27724219546143325,4
-0.2629760163268774,-0.027034753726776918,7
-0.4081639593462602,-0.44823164075193284,3
-0.40410221390528306,-0.19862373158253616,3
-0.09875212829949045,0.9604931923633782,7
-0.23147289369050159,0.3598755481611339,4
-0.3780087089715234,0.3247252414041,7
-0.3796320119292892,0.20032097519624156,4
-0.3604626321917069,0.13128670502228884,4
-0.2185637399086178,0.5253774024623286,7
-0.26482503556218023,-0.23823532137953593,3
-0.5618887231406982,0.13111770608721932,4
-0.5608628226407645,0.00931141432881937,4
-0.6422382767666484,-0.35924427039962353,0
-0.2593232189090536,0.10527172626204429,3
0.5582988830290476,-0.6796706826845067,2
0.7098384995303989,-0.25529750655787997,6
-0.35195647178549083,0.1996400790767592,7
0.5344864769792798,-0.3069754259825156,2
-0.3033639822647385,-0.26810530660570137,3
-0.24763045056992986,0.3983328864717251,4
-0.24002007263535746,0.402263402915301,4
-0.13786653053989503,0.311057969455085,1
0.6097373977816873,-0.01215410429334334,2
-0.47579923215741265,-0.25416913220855714,0
-0.30119903557132316,-0.26437801805864863,3
0.710405379874699,-0.2124885024119553,2
-0.23916430233403116,0.42283106233811824,4
-0.474783924953681,-0.30284602202279975,6
-0.3958751643692235,-0.03917582854244553,7
-0.18829935721823365,0.015040820045583833,1
-0.2763050753808455,0.46296686226333283,7
-0.44942968047423537,-0.4608070628761684,0
-0.36702574215673006,0.07692429256848862,7
-0.35717091052095906,0.11192463374362184,7
0.46407700893488796,-0.556669669255342,6
0.691565286407131,-0.04110405176436825,2
0.6942504445243209,-0.29688302708692554,2
-0.38789621012922054,-0.09048208713531762,0
-0.20839378603001713,0.21246547348211609,5
-0.20859757091137857,0.2122656292936962,5
-0.20417750607247417,0.2030465599587629,5
-0.45564604367268,-0.3380858471336222,6
-0.4540227407149142,-0.21368158092576378,6
-0.45807603907328537,-0.36024943089258754,6
-0.46010691179377405,-0.4850533854772858,6
-0.47301774142170666,-0.48908316433708565,6
-0.1347379842003458,0.7672577680983903,4
-0.2599293727887147,0.6375493990933028,7
-0.4095548373454552,-0.0856662961544157,0
-0.37328860020758603,-0.05425539170467731,4
-0.21905722765776509,0.5223064272649907,5
-0.36802067373985325,-0.2221090089470166,4
-0.73700692796672,-0.8041845616316251,0
-0.7331489674071042,-0.5547764966506484,0
-0.3015758879685602,0.21918286809855553,4
-0.2914899150788775,0.23453463381088627,4
0.7089317071854006,0.09017132448671152,2
0.7140031470264483,0.08209120754177392,2
-0.7379773411718062,-0.6974569863647248,0
-0.7396006441295718,-0.821861252572583,0
0.6638402711239486,-0.4115982286367723,2
0.7287105444766043,0.178338519272792,5
0.518113773550895,-0.3131403487151574,2
0.5222069768886582,-0.3224919220371776,2
0.5252927286754449,-0.45506569628239585,2
-0.20999659901331474,0.42707313348354,1
-0.488114561514506,-0.37642030822396616,0
-0.27800650589848835,0.45019430338570166,7
-0.3097966912145634,-0.1411059366660904,4
-0.3183771998194827,-0.12137616294498409,4
-0.25783537040494753,0.49324816980955527,4
-0.2553289405649984,0.47721617392384835,4
-0.4388652823066488,-0.24915441617015133,4
0.8696633643004494,0.5741297813323489,2
-0.30499181626103505,0.4832435696333253,7
-0.29323446202259,0.3707927959506343,4
-0.3097436328461663,0.12392321653589122,5
-0.5035474547914706,-0.49911429790786715,0
-0.20757661752237921,0.5464526703205588,1
-0.38776922565364524,0.11205812681873803,4
0.8003856473599158,0.24749880830317192,2
0.8009970020040003,0.24809834086843158,2
0.8057720267483985,0.3631231746966376,2
0.8063833813924831,0.36372270726189737,2
-0.41759830038230655,0.14125360045412014,7
-0.32965003267306775,-0.3195980448588288,3
-0.32772102017460386,-0.33017654236900057,3
-0.32791782896283944,-0.4531818992579196,3
-0.3258869562423506,-0.32837794467322134,3
-0.3179075391405748,-0.20987258924571803,3
-0.32137188212371964,-0.21326994044885625,3
-0.3215686909119552,-0.33627529733777534,3
-0.32136490603059376,-0.33607545314935555,3
0.6723840819081849,0.2554764324072155,2
0.6702857224028405,0.45703376407302865,2
0.686278148303764,0.4510019791299478,2
-0.34290145034808944,0.14350779541307768,4
-0.36006475310624114,0.17003960051148106,1
0.6825479428579789,-0.5031552220626115,2
-0.3290283247481603,-0.06872451420502604,6
0.5404526232568859,-0.4570961692900763,2
0.5532646655684941,-0.24619485712296876,2
-0.26782762447664615,-0.010913622998594764,3
-0.4337932149753089,-0.28377573710234305,4
-0.31025978950642746,-0.025525890988276092,3
0.6329561758845678,-0.41599643010431014,2
0.634375693960972,-0.29179200808487166,2
-0.24882862600784297,0.40870932176772223,7
-0.24307981579462992,0.16389202608143974,1
-0.31658550094383575,-0.3026632227123605,3
0.775177873712865,0.08740840772220278,2
-0.41288831227099987,-0.18958167275409318,3
-0.41182698346386215,-0.4444820525869733,3
-0.4038527944074539,-0.20463322919791305,3
0.6718920121789899,-0.19812839082870504,2
0.6765346051460436,-0.2078625726195286,2
-0.16630515165395265,0.4982980135977632,1
-0.16569379700986828,0.4988975461630228,1
-0.16711331508627245,0.3746931241435844,1
0.7924928069675743,0.33939676658409784,5
0.7994691944349858,0.3476925101682504,5
0.8121388235587494,0.3677304277125349,5
-0.3841315273497514,-0.6186322300398349,6
0.5635602780961613,-0.0614716786166479,2
-0.14138904194298538,0.7596692770220085,4
0.8202388082088167,0.3837037181729133,2
-0.30814888387067507,0.5587162258445806,7
0.6968584225493528,0.036632587150766005,2
0.7480100300312094,-0.21212384363487083,2
-0.30087992620036064,0.5754520624525483,7
0.8959376230634697,0.023303207666025373,2
0.6757880838171813,-0.6454012319539199,2
-0.4515760569221843,-0.6473644721869485,6
-0.5409633298981074,0.111070843358684,4
-0.4585330856314992,0.37142276278429975,7
-0.40580223937591425,-0.21119780200312788,6
0.591474349080433,-0.4035613232977174,6
-0.40859245189288357,-0.24194330113910886,6
-0.26862684341765375,0.5086180497264418,7
-0.25001356521855006,0.49383666839396895,7
-0.2924757962992368,0.1864561267279818,4
-0.590631100572357,-0.46008000953781064,0
-0.34936730271035665,0.3884615956136042,7
0.626243627957782,-0.5630678667329772,2
0.6229900459491243,-0.689070886448195,2
0.6264474128391435,-0.5628680225445575,2
-0.37973687705613385,-0.12928939828228297,0
-0.4291165489556351,-0.13240434488011324,0
-0.3433830885955081,-0.08681865113816145,0
-0.3244678228082152,0.07100179839943815,7
-0.3556713805266859,-0.09039438480843538,0
-0.4268070041613766,-0.15019926824884489,0
-0.37274863259999674,-0.13157528416835867,0
-0.36588436700595234,-0.2528893305905472,4
-0.3191895891327245,0.06119066075117641,7
-0.16159680583164646,0.3143953833075056,5
-0.15738052587410362,0.30497646978415227,5
-0.34008260778668414,0.008924791986825657,1
0.641870009479444,0.19535389895754984,2
-0.38846980546886184,-0.35178359964864175,3
0.5258996648129005,0.08544297803477353,2
-0.2853156330514308,0.13778691069715462,1
-0.17353595847351802,0.23482307927649668,1
-0.16505648427236938,0.4761226020003139,7
0.7842307669974863,0.3716257276771515,2
0.8124690594024339,0.6876224960509808,2
0.820700890228433,0.6911202173951493,2
0.810766911282751,-0.011556962161473125,2
-0.259765430171546,0.46110087406405514,7
-0.3539421492994608,-0.032603390449225805,4
-0.35597999811307546,-0.03460183233342483,4
-0.3472612161044499,0.08621221691730935,4
-0.3492990649180646,0.08421377503311038,4
-0.2418022989245766,0.2933010259566212,7
-0.34131581771573494,0.26938146595757456,7
-0.22724199018569027,0.3092471330172212,1
-0.23191077261082205,0.3867180311445923,1
-0.20966775300888127,0.4517193264342715,1
-0.19962873684653726,0.45737612938924077,1
-0.19668033547866817,0.44574593936496126,1
-0.487669485700824,-0.542834766393026,0
-0.327100067506785,0.4673691432616128,7
-0.2122032173857283,0.5879061122198868,4
-0.1958984148576998,0.8499180016496862,7
-0.20510831693131815,0.6760642486193054,4
-0.3282685560974874,-0.3007584069710606,3
0.7507056292613017,0.22181035112179995,2
-0.2747604291159813,0.082814175824843,7
-0.31271418498581377,0.46769854364879876,4
-0.2994282154564436,0.4800597439960604,4
-0.30652799980906287,0.3074705730051872,4
-0.3107510556550328,-0.12507795525320528,4
-0.22629349951592564,0.6475051349681179,7
0.5686893058163313,-0.3164761565200725,2
-0.3986011419901564,0.11569233066692405,4
-0.37014174421760826,0.4042149548131969,7
-0.3705493139803312,0.4038152664363571,7
-0.20350311821488878,0.15809692111799534,1
-0.17470616610139897,0.44911858409826744,7
-0.1971460401245685,0.34726944444830093,5
-0.3352053777403668,-0.4656756620506992,3
0.5231255439056723,-0.6569623364970473,2
-0.27549463464404256,-0.24643496020325786,3
0.5901141402849069,-0.5049953706365626,2
0.5826822018491037,-0.6085866911563501,6
0.5928398401875157,-0.35858844906769344,6
0.5961380077584342,-0.3690767915069094,6
0.5965455775211572,-0.3686771031300697,6
0.5951260594447529,-0.49288152514950834,6
-0.36631973532587647,-0.3911277712371387,0
-0.33559379183063365,-0.15363023642302634,0
-0.24329321486725047,-0.10574196815231465,3
-0.22783675995146008,0.5358629038167945,1
0.5485157810487881,-0.48201077014011073,2
-0.4787581732734055,-0.25996482908286817,3
-0.39694133966714124,-0.11319523886269074,0
-0.35169074817998197,-0.093172799920999,0
-0.5736373615128983,-0.5461781903693321,0
-0.37192084349458754,-0.2624401707216076,3
-0.349547088443725,-0.2739874859813729,3
0.5400377255225626,-0.7439168190608385,2
0.6516828987655936,-0.6359347489197549,2
0.6599677359276741,-0.3944996761681978,2
-0.2351779997086845,-0.13529397862542916,3
-0.2244473578842653,0.11821658792991087,3
0.719058516264757,-0.18954829511047291,2
-0.3040906717452589,0.1093404652809607,7
0.5591990236213427,-0.542224465643953,2
0.4360830814713213,-0.5723613382271953,2
-0.5187453607736652,-0.3426994754931108,0
-0.5122612106430233,-0.45984429853014985,0
-0.36736943754492557,0.013999426767607783,7
0.595298742753408,-0.3930276205666551,2
-0.4383766150413444,-0.4714348597923076,3
-0.41856383247823037,-0.21715831022711962,0
-0.26724511011228946,0.07237692269786486,3
-0.269279791517817,0.2955130173736372,7
-0.22842561540656653,0.3567761852404457,7
-0.20391546871622654,0.34191052925093074,1
-0.2796194492103249,0.09764059298596281,7
-0.32654344022041465,0.04780323702387378,7
-0.34781671313250717,-0.07234945999985466,4
-0.3239716545572385,-0.30965287024863614,3
-0.20069507784889273,0.47592881722687214,7
-0.29451568722617927,0.0975267684760402,7
-0.4251179457209304,-0.26085907244948936,4
0.7555794790388831,-0.05042744522320148,2
-0.5649046151681463,-0.6157574694897555,0
-0.2941806074235247,-0.3940489063368406,3
-0.4452084985323915,-0.26553449661042877,4
-0.43797976376080416,-0.1471003917536746,0
-0.3207804703986226,0.3463723222226871,4
-0.23641504438893088,0.5106043383593809,5
-0.37664131910476656,0.23113297375253014,5
-0.3359311416794536,0.335072650324772,7
-0.337724637737504,0.04269790096343645,5
-0.3362981435679737,0.04409681028237572,5
-0.33629511834283865,0.2695995347786226,5
-0.33669571201243564,0.14639433370128352,5
-0.3322668392313238,0.016870233048704667,5
-0.26022180030311354,0.10819077870450235,3
-0.31717274776393267,-0.04724936054559169,4
-0.40102764545800634,0.02305927854811205,7
-0.2747272880052884,0.18155950215677863,1
-0.39594536663455954,0.31195835323814464,7
0.6653301739228358,0.04158158206921728,2
-0.6046491762602176,-0.3467979016646034,0
-0.34740969541508687,0.3282989392605979,7
-0.16835630718294256,-0.008368939350599073,3
0.7679350899961304,0.32055177750243913,5
0.5563667295530109,-0.44955710840751634,6
-0.4073957915648368,-0.2877181176978907,3
-0.6723474626838939,-0.7235650438501361,0
-0.39933410896290256,-0.15482598996811142,3
-0.2193034431533109,0.7928815729444467,7
-0.336153715995782,0.3194332505048644,4
-0.3253385915319313,0.4523923690034814,4
-0.6728098644122189,-0.6145947909049351,0
0.5058263478910838,-0.5313354222416607,2
-0.2655237745674454,0.03879075017493876,4
-0.24630566212130756,0.018101953494444437,4
0.7129481059263908,-0.19567555788174626,2
0.715946316610158,-0.328188366346764,2
-0.44927566657724816,-0.0205649710289136,4
-0.4245221398724663,0.046105595271204676,4
-0.4143314909456028,0.17411568681298167,7
-0.3957837992703443,-0.3790307297478879,6
-0.15861991562221037,0.5698864493851704,1
-0.47828578681993844,-0.3357483067056851,6
-0.4619886640154158,-0.41644819722380216,6
-0.4517843302864056,-0.40437450850811035,6
-0.47733590556217803,-0.3629596794308207,6
0.5037482627016546,-0.697412892151381,2
0.5142085846316669,-0.5645484454285716,2
-0.052553113446130666,1.0347133399529431,7
-0.05024104520943135,0.9026783779871259,1
-0.4151421746101711,-0.27152564719728134,3
-0.4046396543899736,-0.2596850491875048,3
0.47496115127078653,-0.5693169773296917,2
-0.24504036804015342,0.06181531849876871,3
-0.24204215735638643,-0.07069748996624914,3
0.6291465672142095,0.26401772847006844,2
0.6267214303877429,0.465802635910538,2
-0.15198353328966627,0.5393468566408643,4
0.8293280735390028,0.36918230304514604,2
-0.40312282001142996,0.12659117079958732,4
0.771917118870608,0.5251280350598133,2
-0.2623673257511628,0.5046889978357217,7
-0.26107662910625623,0.36465242411899607,4
-0.1656497521208157,0.8010595337511395,7
-0.1659101623246397,0.5429868453911042,4
-0.23936087750374785,-0.1822995856513159,3
-0.5036849328392116,-0.3733562213181771,0
-0.479927253652526,-0.3015948251829384,0
-0.47502563809557213,-0.5435140715334313,0
-0.3237531945482171,-0.03114755618923277,3
-0.23505576407770526,-0.024338899703079033,1
0.4265848688760883,-0.5668090862772471,2
-0.31420656313917206,0.11638172415681075,4
-0.5138591370593438,-0.5516843350077787,0
-0.35611453659024345,-0.319122517505212,6
-0.3356405588602723,-0.41724200827271357,6
-0.4216267771183507,0.5909092851175625,7
-0.3982059487699277,0.598851286638832,7
-0.3602449094482333,-0.32510861417161263,6
0.6102554634851166,-0.6524969195218189,2
-0.3607400480601466,-0.09022295537607859,0
0.5196261748782345,-0.8642122597877572,2
-0.3430762793962191,0.15323871836134062,4
-0.5333759735262302,0.05934910060869918,4
-0.18956282564636248,0.17147417620587382,1
-0.2983388734882297,-0.15362467569657764,3
-0.2710335118281611,0.0371452692582652,3
-0.22234400019116501,0.705720715275767,7
0.7457591680482165,0.33161337963464416,2
-0.2811459346564592,-0.06283762572083983,3
-0.27059328753305667,0.06492036136118186,7
-0.2780826915399138,0.4972924333274407,4
-0.27143030517789224,0.6139878456549795,4
-0.3984339322454988,0.045172377880639006,7
0.6819205863437425,-0.33794337602247154,2
0.8106858581268782,0.25466133169607785,2
0.7085146187961201,-0.04341859087157045,6
-0.4683386394106775,0.2841600377709743,5
-0.21398939173393106,0.7952155715192256,7
-0.2868323734805656,0.5014293874992811,7
-0.23636682752999943,0.25281085422252736,5
-0.2286748183134307,0.5217655433081254,7
-0.2287739238790069,0.25579502771688023,1
-0.46858843125266086,-0.4583391025244243,3
-0.48042887857278993,-0.3665626280159688,0
0.9046988670394809,0.6378846166104165,2
0.7706563824441041,0.4834564768111373,2
-0.4995672290246615,-0.549563816029657,0
-0.45528991972261273,-0.4290765832641644,6
-0.3828430738468526,-0.3796233773776684,3
-0.3731961847809012,-0.2512345980764429,3
0.841489270707227,0.6590586026408439,2
0.8618714101790892,0.4770204319393408,2
0.8733453870841678,0.7300133216368447,2
0.7014371607327116,0.2540589698427177,2
-0.4295346327797602,-0.30389081770798265,0
-0.3812875011092243,0.17154992325960125,4
-0.37925662838873553,0.29635387784429956,4
0.5413638783238929,-0.6863440358645927,2
0.803065283205343,0.15174913226898476,2
-0.6480254052436962,-0.36480415221502427,0
0.6070967807113099,-0.43580340404728146,6
-0.4764734163140551,-0.30806877178805736,6
-0.4604418336165936,-0.3885837336356064,6
-0.17727854832708226,0.6253704516505206,4
-0.6988449356305977,-0.41627336184758745,0
-0.675973214367287,-0.34606152247698785,0
-0.612269502523251,-0.3363189126220738,0
-0.22353174881581322,0.5454818834688548,4
-0.25642288148984094,0.47600378256797016,4
0.6956178260778219,0.04235820753210881,2
-0.31494581295546714,-0.0914071818746862,7
0.5832859119376917,-0.5044148218749792,2
-0.38062137399876617,-0.1333528357047263,6
-0.38204089207517034,-0.25755725772416493,6
-0.3759076639025017,-0.13822405970841478,6
-0.3748887394956943,-0.13722483876631522,6
-0.369060184547129,-0.13801538511051561,6
-0.36783747525895993,-0.13681631997999624,6
0.6414387167653294,-0.5885715367726192,2
0.6391970830703533,-0.590769822845238,2
0.6440739680367763,-0.3403625369221621,2
-0.44880666755298615,-0.5100602621895072,0
0.6691646378990166,-0.24281765214978762,2
0.6759045653640577,-0.126183205602449,2
-0.2950001859496334,0.47123809428896646,7
0.6912603921683126,0.057283294975448464,2
-0.5955368921309093,0.07704388287250152,0
0.6611382520409589,-0.4075112191258206,6
-0.1966186361658339,0.682269649915339,7
-0.2836386832296034,-0.5216159927269732,6
-0.40522112977977526,0.5432700373274275,7
-0.2049753124225947,0.6188010404906313,7
-0.19906753642538488,0.6128725984390322,7
0.7806083649262396,0.487510696030465,2
0.7817794877708799,0.23039377716916856,2
-0.44595881572515444,-0.068729146639698,5
-0.44616260060651575,-0.06892899082811786,5
-0.08821242852376292,0.6494409885774889,1
-0.29257425617268173,0.31764056399134893,4
-0.3188537486340302,-0.08359978225366473,7
-0.3277304158587333,-0.136632075498182,6
0.6592796605692375,-0.2503106684793937,2
0.6594834454505988,-0.2501108242909738,2
0.6552179151282602,-0.4999185776487903,2
0.6572487878487488,-0.375114623064092,2
0.6504073128365606,-0.42166538267577564,2
0.6506110977179221,-0.4214655384873558,2
0.6518268309129648,-0.2974609606563371,2
0.5563683921384733,-0.4672575125015134,6
-0.18838311702686406,0.7833960023264409,7
-0.21961944551218157,0.41664629081106486,7
-0.38832584231988065,0.348347839027157,7
-0.27798103427616755,0.011649187634253778,4
-0.19774154889434947,0.6001565105606106,7
-0.1977345728012233,0.47735099786011126,1
-0.3814115258700516,-0.03820460662689533,4
-0.4060458436907273,0.14570761355146095,7
-0.2959100719104381,0.002083338515367357,4
-0.2704943276172266,0.025866194942670385,4
0.8138928690959449,0.6557135179132613,2
-0.18069018153589603,0.6253868977868562,1
-0.15446544136519794,0.7889057231600108,1
-0.4113088812225473,0.6291761423580914,7
-0.4069888678443933,0.6198167449545949,7
-0.31981111985346367,0.10549049915267812,4
-0.3314868272732016,-0.05037283240644031,4
-0.28952987565236726,0.2560178445625361,1
-0.30511777499079035,-0.12791678801144804,4
0.6066623192948594,-0.6111569363537922,2
-0.30104723946175704,0.3018375678093816,1
-0.36350046977458605,0.29212009246238246,4
-0.3327437771309092,0.12855303643708907,5
-0.2309697594683338,0.3993233972122931,7
-0.5060258573780366,-0.49658038639621305,3
-0.5101988855343554,-0.5088470097871768,3
-0.2544521344519029,-0.27663067418628906,6
-0.2548597042146257,-0.27703036256312885,6
-0.24213630730831706,-0.2785360402159437,6
-0.2425438770710401,-0.2789357285927834,6
-0.4284133316578664,-0.22325070578849798,4
-0.3414948612558854,-0.01642500035736778,4
-0.39137457041014734,-0.5691381366312647,6
0.6011820657896411,0.44645222712898114,2
0.7088776323029222,0.023949701501482266,2
-0.22242713452441704,0.4452848621006489,4
0.01830253591523609,1.0071889538089942,7
-0.31960821053939964,0.3219992629052556,4
0.7506294318191955,-0.3457487874555908,2
0.7383128850817986,0.5597793630136507,2
-0.4978686611436817,-0.16517202053029031,0
-0.4883427301448797,-0.036586637560836174,0
-0.3280320752186671,-0.02065048223289365,4
-0.27703855939916455,0.07942235530414879,7
-0.447684983898098,0.4890038557559089,4
-0.24496252017419237,-0.13139449608914888,4
-0.35156600815528616,-0.044916114496960556,3
-0.2276587198354902,0.17153423415624527,3
-0.19497842723952313,0.09672463892457511,3
-0.284997279068049,0.14045501520382464,3
0.677970491577309,-0.09117867846758546,2
0.6871857902300506,-0.3807584333472383,2
0.6935787396961673,-0.2658350671467399,2
0.7396218867720359,-0.24236107362688322,6
-0.2146503754576992,0.07236418857160241,6
-0.2170888179409108,-0.052839454389935696,6
-0.2168850330595493,-0.05263961020151577,6
-0.2166812481781879,-0.05243976601309591,6
-0.2194158339284262,-0.14807610857129394,6
-0.22002718857251077,-0.14867564113655352,6
-0.21799631585202198,-0.023871686551855273,6
-0.21961961880978778,-0.1482759527597138,6
-0.41158894184287,-0.24190667730850984,4
-0.12698245481539844,0.4983165058509965,5
-0.12353206401850568,0.7473248824551335,5
-0.11731795988131628,0.7483164201532654,5
0.8060255616952066,0.3444155463534473,2
0.8229722617966415,0.6943802765004948,2
0.8340987930557268,0.6911652621957631,2
-0.32114104301847224,0.6707456643107855,7
0.7982628786118351,0.29570135895280236,2
-0.3458496025164629,0.07186951042934665,4
0.4794561680705973,-0.9034154013328075,2
0.4914874400391613,-0.7628583204453263,2
-0.12455004482045126,0.805579361219712,7
-0.43219578498410566,-0.18620665302320086,0
0.7431543220815147,0.19558444694615654,2
-0.44077810341865464,-0.5111063892309948,6
0.4962483863362743,-0.545711059874364,2
0.7746043731726783,0.47893323143240935,2
0.6276730080854097,-0.13507574257339225,2
0.7335197652333495,0.31726125456716486,2
0.7275578067574986,0.26975621297905017,2
0.5557010593453885,-0.43420097621726017,2
0.7440470729570415,0.32536219546519046,2
0.6530015413075697,-0.2246014353951622,2
-0.17464171790124017,0.5815060904968556,1
0.6171344692593461,-0.1521380868333817,2
-0.5159680856176541,0.34386039935801543,7
-0.3512382654993908,0.28114523704112837,4
-0.29635039333249646,0.08805628314028541,6
0.5082799141660165,-0.5040731668565892,2
-0.1667324868457741,0.7714927504951197,7
-0.10794399443608074,0.8127886567345071,1
-0.10153925144920842,0.691682267682397,1
0.6714394015984285,-0.5392345088067554,2
0.4862844203078571,-0.7694504851639238,2
-0.46719677462968456,-0.33466159448432337,0
-0.24719168495001656,0.5808004228618184,4
-0.32279900982662296,0.44785811406087456,1
-0.4766731536273551,-0.4758297137114832,3
-0.4570712722401973,-0.4334795460209596,3
-0.37603436591983397,0.06083495574470287,7
0.6577364174850336,-0.6733669233686446,2
0.6996364303815779,-0.6215898794349781,6
-0.10985374179998046,0.6458625124260949,5
-0.7016717669180951,-0.6284918662446642,0
-0.24652417782182376,0.7319315914697184,1
-0.29838301149675867,-0.1775833414663626,3
-0.32401121839592234,0.46888272396594577,7
-0.45988758721678913,-0.39504725070952734,3
-0.19845938595249005,0.8808564055161544,7
-0.6953399695923979,-0.7562832553710683,0
-0.24648583213445902,0.7167698621506199,1
-0.5525703341728633,-0.6877272350698505,6
-0.5008279713555573,-0.6524668951337014,6
-0.5364621475104546,-0.4409767266732715,0
0.48334512120408246,-0.5808552134282146,2
0.48273376655999817,-0.5814547459934744,2
0.4811104636022324,-0.7058590122013327,2
0.5049363075450565,-0.6668878407782496,2
0.5087942681046723,-0.4174797757972729,2
0.5203478374617556,-0.530130393668384,2
0.5223787101822444,-0.40532643908368576,2
-0.44460576991464534,-0.5027418189003282,6
0.6197504564906592,-0.41176855732909456,6
-0.48006439899310727,-0.5184946886826477,6
0.5967123312188801,-0.6675129161010492,6
-0.32802025762869497,-0.05593314434394049,3
0.6097509028999932,-0.41493928435676874,6
0.6105076442183501,-0.6737019687004188,6
-0.6767679341566187,-0.6952033039510784,0
-0.67473706143613,-0.5703993493663801,0
0.6247166978605109,-0.6429329419790373,2
-0.38082315060887256,-0.37768878394627386,3
-0.43080789219658344,-0.2258340451158732,6
0.5976165741969239,-0.6169835566158537,6
-0.39340778863752723,-0.4123896600952917,3
-0.38020936021117674,-0.3999674939678295,3
-0.3855498657956011,-0.44790533065535176,3
-0.3601210987440663,-0.37269289066815187,3
-0.3945609439153998,-0.16686735257041901,6
-0.3983259078831407,-0.18512606786675717,6
-0.2728470784530142,0.8139579791353453,7
-0.4071125535733152,-0.41241940716877545,3
-0.394334727486972,-0.3997043232126803,3
-0.39535356958071644,-0.19804840981941496,6
0.6562606229835426,0.1013416247700321,5
-0.38680433215228316,-0.25487616563865845,3
-0.3781399296450059,-0.24766283076146026,3
-0.19558493659376697,0.3774887811913398,7
0.7111498355663668,-0.14850983332348489,2
0.740832951582136,-0.124211784259346,2
-0.3417890594332707,0.26305628874280834,7
-0.2411689165353437,0.46204000626150715,4
-0.6257435481229395,-0.5914702704287099,0
-0.6057730537697015,-0.5408746906382423,0
-0.21476495814155183,0.7880640520740259,7
-0.503000953313227,-0.6338834198595569,0
-0.5835743706752303,0.054863539354593684,4
-0.5640575923474159,0.34466260895517475,7
-0.2643812022085782,0.4942975913175183,4
-0.4963456052896207,-0.4515230095507454,0
0.5763838323417031,-0.24472054412258273,6
0.5795862838611148,-0.49338469610108066,6
-0.39760365333201253,-0.1910551749726052,1
-0.4489762087971174,0.12531291256208726,4
-0.32086355214607326,0.06136389920942401,3
-0.3124864558557635,-0.04728724069565192,3
0.7553764805475329,0.33039775142903727,2
0.7632901067932423,0.334117078280008,2
-0.41649224627049547,-0.05675641347055715,4
-0.3923625785340812,-0.3499605889493494,6
