Sex,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,age,height,weight
F,Sweden,SWE,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Silver,31.0,172.0,68.0
F,Sweden,SWE,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Bronze,31.0,172.0,68.0
F,Sweden,SWE,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Gold,35.0,172.0,68.0
F,Sweden,SWE,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Bronze,35.0,172.0,68.0
M,Sweden,SWE,1964 Winter,1964,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,27.0,177.0,72.0
F,Sweden,SWE,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze,20.0,169.0,63.0
M,Sweden,SWE,1968 Winter,1968,Winter,Grenoble,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver,27.0,178.0,68.0
F,Sweden,SWE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver,23.0,179.0,74.0
M,Sweden,SWE,1984 Summer,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Bronze,28.0,186.0,93.0
F,Sweden,SWE,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze,26.0,169.0,69.0
F,Sweden,SWE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver,30.0,169.0,69.0
M,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,"Athletics Men's Cross-Country, Individual",Silver,22.0,172.0,63.0
M,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,"Athletics Men's Cross-Country, Team",Gold,22.0,172.0,63.0
F,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Silver,23.0,167.0,61.0
M,Sweden,SWE,2012 Summer,2012,Summer,London,Handball,Handball Men's Handball,Silver,29.0,200.0,105.0
M,Sweden,SWE,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze,30.0,183.0,71.0
F,Sweden,SWE,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Women's Team Sprint,Gold,24.0,158.0,58.0
M,Sweden,SWE,1992 Summer,1992,Summer,Barcelona,Handball,Handball Men's Handball,Silver,26.0,180.0,80.0
M,Sweden,SWE,1996 Summer,1996,Summer,Atlanta,Handball,Handball Men's Handball,Silver,30.0,180.0,80.0
M,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Handball,Handball Men's Handball,Silver,34.0,180.0,80.0
M,Sweden,SWE,2012 Summer,2012,Summer,London,Handball,Handball Men's Handball,Silver,34.0,186.0,95.0
M,Sweden,SWE,1988 Winter,1988,Winter,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,28.0,187.0,88.0
M,Sweden,SWE,1988 Winter,1988,Winter,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,25.0,190.0,92.0
M,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze,29.0,188.0,95.0
M,Sweden,SWE,1992 Summer,1992,Summer,Barcelona,Handball,Handball Men's Handball,Silver,22.0,191.0,83.0
M,Sweden,SWE,1996 Summer,1996,Summer,Atlanta,Handball,Handball Men's Handball,Silver,26.0,191.0,83.0
M,Sweden,SWE,1980 Winter,1980,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,30.0,173.0,77.0
F,East Germany,GDR,1980 Winter,1980,Winter,Lake Placid,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Gold,19.0,168.0,53.0
M,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Gold,24.0,194.0,125.0
M,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Gold,28.0,194.0,125.0
M,Japan,JPN,1976 Summer,1976,Summer,Montreal,Weightlifting,Weightlifting Men's Bantamweight,Bronze,26.0,154.0,59.0
F,Japan,JPN,2012 Summer,2012,Summer,London,Football,Football Women's Football,Silver,30.0,164.0,57.0
F,Japan,JPN,2000 Summer,2000,Summer,Sydney,Softball,Softball Women's Softball,Silver,29.0,163.0,60.0
M,Japan,JPN,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Bronze,26.0,183.0,89.0
M,Brazil,BRA,1988 Summer,1988,Summer,Seoul,Football,Football Men's Football,Silver,31.0,170.0,72.0
M,Uruguay,URU,1924 Summer,1924,Summer,Paris,Football,Football Men's Football,Gold,22.0,179.0,77.0
M,Uruguay,URU,1928 Summer,1928,Summer,Amsterdam,Football,Football Men's Football,Gold,26.0,179.0,77.0
M,Brazil,BRA,1996 Summer,1996,Summer,Atlanta,Football,Football Men's Football,Bronze,21.0,183.0,79.0
M,United States,USA,1956 Summer,1956,Summer,Melbourne,Modern Pentathlon,Modern Pentathlon Men's Team,Silver,25.0,178.0,68.0
M,France,FRA,1908 Summer,1908,Summer,London,Athletics,Athletics Men's High Jump,Silver,18.0,188.0,85.0
M,France,FRA,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,30.0,188.0,85.0
M,Brazil,BRA,1984 Summer,1984,Summer,Los Angeles,Football,Football Men's Football,Silver,24.0,180.0,82.0
M,United States,USA,1964 Summer,1964,Summer,Tokyo,Diving,Diving Men's Springboard,Bronze,18.0,163.0,61.0
F,Norway,NOR,1998 Winter,1998,Winter,Nagano,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Bronze,24.0,177.0,60.0
F,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Silver,28.0,177.0,60.0
M,Norway,NOR,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Men's Coxless Fours,Silver,27.0,190.0,88.0
M,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Shot Put,Gold,25.0,191.0,118.0
M,Romania,ROU,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Bronze,24.0,190.0,101.0
M,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Gold,29.0,190.0,101.0
F,Brazil,BRA,2004 Summer,2004,Summer,Athina,Football,Football Women's Football,Silver,26.0,175.0,65.0
F,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Football,Football Women's Football,Silver,30.0,175.0,65.0
M,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver,23.0,173.0,73.0
M,Switzerland,SUI,1998 Winter,1998,Winter,Nagano,Curling,Curling Men's Curling,Gold,25.0,179.0,74.0
M,Norway,NOR,1998 Winter,1998,Winter,Nagano,Biathlon,Biathlon Men's 10 kilometres Sprint,Silver,24.0,191.0,76.0
M,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold,28.0,191.0,76.0
M,Norway,NOR,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 10 kilometres Sprint,Bronze,32.0,191.0,76.0
F,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 100 metres Butterfly,Bronze,16.0,162.0,54.0
F,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,16.0,162.0,54.0
M,Great Britain,GBR,2014 Winter,2014,Winter,Sochi,Curling,Curling Men's Curling,Silver,24.0,175.0,85.0
F,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Women's Hockey,Gold,24.0,168.0,59.0
F,United States,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 100 metres Backstroke,Gold,21.0,167.0,62.0
F,United States,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold,21.0,167.0,62.0
M,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Football,Football Men's Football,Bronze,24.0,173.0,70.0
M,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Basketball,Basketball Men's Basketball,Bronze,23.0,215.0,90.0
M,Russia,RUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 20 kilometres Walk,Bronze,34.0,170.0,58.0
F,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Volleyball,Volleyball Women's Volleyball,Gold,21.0,180.0,85.0
M,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Team All-Around,Silver,19.0,166.0,60.0
M,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Floor Exercise,Gold,19.0,166.0,60.0
M,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Horse Vault,Bronze,19.0,166.0,60.0
M,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Individual All-Around,Gold,23.0,166.0,60.0
M,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Team All-Around,Silver,23.0,166.0,60.0
M,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Floor Exercise,Gold,23.0,166.0,60.0
M,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horse Vault,Gold,23.0,166.0,60.0
M,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Parallel Bars,Silver,23.0,166.0,60.0
M,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Rings,Gold,23.0,166.0,60.0
M,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Pommelled Horse,Bronze,23.0,166.0,60.0
M,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Men's Individual All-Around,Silver,27.0,166.0,60.0
M,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Men's Team All-Around,Gold,27.0,166.0,60.0
M,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Men's Floor Exercise,Silver,27.0,166.0,60.0
M,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Men's Horse Vault,Gold,27.0,166.0,60.0
M,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Men's Horizontal Bar,Bronze,27.0,166.0,60.0
M,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Football,Football Men's Football,Bronze,25.0,174.0,70.0
M,Yugoslavia,YUG,1984 Summer,1984,Summer,Los Angeles,Water Polo,Water Polo Men's Water Polo,Gold,22.0,192.0,91.0
M,Yugoslavia,YUG,1988 Summer,1988,Summer,Seoul,Water Polo,Water Polo Men's Water Polo,Gold,26.0,192.0,91.0
M,France,FRA,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Coxless Pairs,Bronze,29.0,192.0,92.0
M,France,FRA,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxless Pairs,Gold,33.0,192.0,92.0
M,Romania,ROU,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Bronze,28.0,180.0,82.0
M,Ukraine,UKR,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Silver,25.0,181.0,97.0
M,Czechoslovakia,TCH,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Double Sculls,Bronze,27.0,176.0,75.0
F,Russia,RUS,2008 Summer,2008,Summer,Beijing,Handball,Handball Women's Handball,Silver,22.0,185.0,70.0
M,Poland,POL,1968 Summer,1968,Summer,Mexico City,Fencing,"Fencing Men's epee, Team",Bronze,26.0,186.0,72.0
M,Poland,POL,2008 Summer,2008,Summer,Beijing,Fencing,"Fencing Men's epee, Team",Silver,33.0,179.0,75.0
M,Italy,ITA,2006 Winter,2006,Winter,Torino,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),Gold,21.0,185.0,81.0
M,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Water Polo,Water Polo Men's Water Polo,Bronze,21.0,176.0,85.0
M,Bulgaria,BUL,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Light-Welterweight,Silver,24.0,170.0,63.0
M,Bulgaria,BUL,1972 Summer,1972,Summer,Munich,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",Bronze,25.0,152.0,48.0
M,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",Bronze,29.0,152.0,48.0
M,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Volleyball,Volleyball Men's Volleyball,Silver,26.0,196.0,86.0
F,Germany,GER,2008 Summer,2008,Summer,Beijing,Football,Football Women's Football,Bronze,29.0,174.0,70.0
M,West Germany,FRG,1980 Winter,1980,Winter,Lake Placid,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze,20.0,178.0,73.0
M,West Germany,FRG,1984 Winter,1984,Winter,Sarajevo,Biathlon,Biathlon Men's 10 kilometres Sprint,Silver,24.0,178.0,73.0
M,West Germany,FRG,1984 Winter,1984,Winter,Sarajevo,Biathlon,Biathlon Men's 20 kilometres,Gold,24.0,178.0,73.0
M,West Germany,FRG,1984 Winter,1984,Winter,Sarajevo,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze,24.0,178.0,73.0
M,West Germany,FRG,1988 Winter,1988,Winter,Calgary,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver,28.0,178.0,73.0
M,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze,24.0,179.0,72.0
M,Germany,GER,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,Bronze,28.0,179.0,72.0
M,Germany,GER,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver,28.0,179.0,72.0
M,Germany,GER,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,Silver,32.0,179.0,72.0
M,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold,26.0,177.0,64.0
M,United States,USA,1996 Summer,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Gold,27.0,178.0,100.0
M,Spain,ESP,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,Silver,23.0,175.0,70.0
F,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Handball,Handball Women's Handball,Bronze,21.0,163.0,63.0
M,Nigeria,NGR,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Silver,20.0,192.0,94.0
F,Russia,RUS,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Women's Water Polo,Bronze,31.0,178.0,63.0
F,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Handball,Handball Women's Handball,Bronze,27.0,174.0,70.0
F,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Handball,Handball Women's Handball,Bronze,31.0,174.0,70.0
F,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's 100 metres Hurdles,Silver,26.0,172.0,65.0
F,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze,24.0,167.0,52.0
F,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 4 x 100 metres Relay,Silver,28.0,167.0,52.0
F,France-1,FRA,1998 Winter,1998,Winter,Nagano,Figure Skating,Figure Skating Mixed Ice Dancing,Bronze,22.0,162.0,52.0
F,France-1,FRA,2002 Winter,2002,Winter,Salt Lake City,Figure Skating,Figure Skating Mixed Ice Dancing,Gold,26.0,162.0,52.0
F,Romania,ROU,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Coxed Fours,Bronze,26.0,183.0,82.0
F,Romania,ROU,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Coxed Eights,Silver,26.0,183.0,82.0
F,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 100 metres Breaststroke,Gold,18.0,160.0,52.0
F,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold,18.0,160.0,52.0
M,Yugoslavia,YUG,1960 Summer,1960,Summer,Roma,Football,Football Men's Football,Gold,23.0,177.0,79.0
F,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Women's Hockey,Gold,23.0,162.0,65.0
F,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Gold,27.0,162.0,65.0
M,Switzerland-2,SUI,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Two,Bronze,27.0,181.0,98.0
M,Switzerland-1,SUI,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Two,Bronze,31.0,181.0,98.0
M,Switzerland-1,SUI,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,Bronze,31.0,181.0,98.0
F,Japan,JPN,2004 Summer,2004,Summer,Athina,Judo,Judo Women's Half-Heavyweight,Gold,28.0,162.0,76.0
M,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Bronze,28.0,192.0,95.0
M,Iran,IRI,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Men's Super-Heavyweight,Silver,28.0,192.0,105.0
M,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Handball,Handball Men's Handball,Gold,22.0,203.0,96.0
M,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Handball,Handball Men's Handball,Silver,26.0,203.0,96.0
F,Germany,GER,2006 Winter,2006,Winter,Torino,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),Gold,31.0,165.0,60.0
F,Germany,GER,2010 Winter,2010,Winter,Vancouver,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),Gold,35.0,165.0,60.0
M,Switzerland,SUI,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Silver,35.0,178.0,72.0
F,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Gold,24.0,176.0,73.0
F,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold,24.0,170.0,64.0
F,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's Javelin Throw,Silver,27.0,164.0,66.0
M,Poland,POL,1976 Summer,1976,Summer,Montreal,Handball,Handball Men's Handball,Bronze,28.0,188.0,82.0
F,France,FRA,2010 Winter,2010,Winter,Vancouver,Snowboarding,Snowboarding Women's Boardercross,Silver,31.0,165.0,52.0
M,United States,USA,2004 Summer,2004,Summer,Athina,Basketball,Basketball Men's Basketball,Bronze,20.0,203.0,109.0
M,United States,USA,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Men's Basketball,Gold,24.0,203.0,109.0
M,United States,USA,2012 Summer,2012,Summer,London,Basketball,Basketball Men's Basketball,Gold,28.0,203.0,109.0
M,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Gold,32.0,203.0,109.0
M,Guyana,GUY,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Bantamweight,Bronze,22.0,173.0,54.0
M,United States,USA,2004 Summer,2004,Summer,Athina,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Silver,40.0,173.0,73.0
M,Italy,ITA,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 10,000 metres",Silver,26.0,170.0,52.0
M,India,IND,1960 Summer,1960,Summer,Roma,Hockey,Hockey Men's Hockey,Silver,29.0,168.0,59.0
M,United States,USA,2014 Winter,2014,Winter,Sochi,Skeleton,Skeleton Men's Skeleton,Bronze,28.0,190.0,84.0
M,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Double Sculls,Gold,34.0,183.0,82.0
M,Italy,ITA,2002 Winter,2002,Winter,Salt Lake City,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Silver,25.0,171.0,69.0
F,Argentina,ARG,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Silver,25.0,170.0,70.0
F,Argentina,ARG,2004 Summer,2004,Summer,Athina,Hockey,Hockey Women's Hockey,Bronze,29.0,170.0,70.0
M,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Silver,28.0,198.0,88.0
M,Russia,RUS,2012 Summer,2012,Summer,London,Basketball,Basketball Men's Basketball,Bronze,23.0,202.0,97.0
M,Russia,RUS,2014 Winter,2014,Winter,Sochi,Luge,Luge Mixed Team Relay,Silver,22.0,179.0,80.0
M,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Volleyball,Volleyball Men's Volleyball,Silver,25.0,198.0,95.0
F,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's Discus Throw,Bronze,36.0,180.0,95.0
F,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Women's Single Sculls,Bronze,23.0,180.0,78.0
M,Sweden,SWE,1948 Summer,1948,Summer,London,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Silver,27.0,187.0,100.0
M,Sweden,SWE,1952 Summer,1952,Summer,Helsinki,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Silver,30.0,187.0,100.0
M,Sweden,SWE,1960 Summer,1960,Summer,Roma,Wrestling,"Wrestling Men's Middleweight, Freestyle",Bronze,25.0,179.0,79.0
M,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Volleyball,Volleyball Men's Volleyball,Gold,20.0,193.0,83.0
M,Soviet Union,URS,1964 Winter,1964,Winter,Innsbruck,Speed Skating,"Speed Skating Men's 1,500 metres",Gold,25.0,184.0,84.0
M,Finland,FIN,1920 Summer,1920,Summer,Antwerpen,Wrestling,"Wrestling Men's Lightweight, Freestyle",Gold,32.0,167.0,64.0
M,Finland,FIN,1924 Summer,1924,Summer,Paris,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Gold,36.0,167.0,64.0
F,Russia,RUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 400 metres,Bronze,23.0,182.0,69.0
F,Russia,RUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,23.0,182.0,69.0
F,Russia,RUS,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 400 metres Hurdles,Gold,31.0,182.0,69.0
F,Russia,RUS,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,31.0,182.0,69.0
M,Soviet Union,URS,1952 Summer,1952,Summer,Helsinki,Athletics,"Athletics Men's 10,000 metres",Bronze,26.0,167.0,63.0
M,Pakistan,PAK,1964 Summer,1964,Summer,Tokyo,Hockey,Hockey Men's Hockey,Silver,20.0,170.0,71.0
M,Pakistan,PAK,1968 Summer,1968,Summer,Mexico City,Hockey,Hockey Men's Hockey,Gold,24.0,170.0,71.0
M,Pakistan,PAK,1972 Summer,1972,Summer,Munich,Hockey,Hockey Men's Hockey,Silver,28.0,170.0,71.0
M,Japan,JPN,1972 Winter,1972,Winter,Sapporo,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Bronze,29.0,167.0,66.0
F,Japan,JPN,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 100 metres Butterfly,Gold,19.0,164.0,63.0
M,Morocco,MAR,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 5,000 metres",Gold,24.0,175.0,58.0
M,Morocco,MAR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,Bronze,28.0,175.0,58.0
M,Turkey,TUR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Hammer Throw,Bronze,22.0,184.0,120.0
M,Russia,RUS,2012 Summer,2012,Summer,London,Volleyball,Volleyball Men's Volleyball,Gold,29.0,203.0,105.0
M,Nigeria,NGR,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Silver,21.0,180.0,79.0
M,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Water Polo,Water Polo Men's Water Polo,Bronze,21.0,192.0,86.0
M,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Water Polo,Water Polo Men's Water Polo,Bronze,25.0,192.0,86.0
F,Germany,GER,1998 Winter,1998,Winter,Nagano,Biathlon,Biathlon Women's 7.5 kilometres Sprint,Bronze,24.0,172.0,62.0
F,Germany,GER,1998 Winter,1998,Winter,Nagano,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Gold,24.0,172.0,62.0
F,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Gold,28.0,172.0,62.0
F,Germany,GER,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Silver,32.0,172.0,62.0
